school_id,school_name,district,city,county,enrollment,tract,chronic_disease_prev,hpsa_primary_care_max,respiratory_activity,score_hpsa,score_chronic,score_air_q,score_hazard,score_respiratory,readiness_score
121090000006,Tocoi Creek High School,St. Johns County School District,St. Johns,St. Johns,1800,12109020801,14.199999999999998,17,Minimal,20.400000000000002,8.52,0.0,0.0,2.0,30.9
120310001003,Love Grove Elementary School,Duval County School District,Jacksonville,Duval,520,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310000017,Ed White High School,Duval County School District,Jacksonville,Duval,1550,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310000025,Lake Shore Middle School,Duval County School District,Jacksonville,Duval,920,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310001013,Gregory Drive Elementary School,Duval County School District,Jacksonville,Duval,500,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310001014,Timucuan Elementary School,Duval County School District,Jacksonville,Duval,550,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310000019,Baldwin Middle-Senior High School,Duval County School District,Baldwin,Duval,800,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310000020,Lavilla School of the Arts,Duval County School District,Jacksonville,Duval,650,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310000023,Southside Middle School,Duval County School District,Jacksonville,Duval,850,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310001019,Chaffee Trail Elementary School,Duval County School District,Jacksonville,Duval,620,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310000024,Kirby-Smith Middle School,Duval County School District,Jacksonville,Duval,780,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120310001018,Brookview Elementary School,Duval County School District,Jacksonville,Duval,490,,,23,Minimal,27.6,0.0,0.0,0.0,2.0,29.6
120890001003,Callahan Elementary School,Nassau County School District,Callahan,Nassau,380,12089050509,20.299999999999997,11,Minimal,13.2,12.179999999999998,0.0,0.0,2.0,27.4
120890000004,Yulee Middle School,Nassau County School District,Yulee,Nassau,680,12089050304,18.833333333333332,11,Minimal,13.2,11.299999999999999,0.0,0.0,2.0,26.5
120890001002,Yulee Primary School,Nassau County School District,Yulee,Nassau,480,12089050304,18.833333333333332,11,Minimal,13.2,11.299999999999999,0.0,0.0,2.0,26.5
120890000003,Yulee High School,Nassau County School District,Yulee,Nassau,1200,12089050304,18.833333333333332,11,Minimal,13.2,11.299999999999999,0.0,0.0,2.0,26.5
120030000002,Baker County Middle School,Baker County School District,Macclenny,Baker,620,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
121090001009,Julington Creek Elementary School,St. Johns County School District,St. Johns,St. Johns,710,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
121090001008,Valley Ridge Academy,St. Johns County School District,St. Johns,St. Johns,630,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
121090001007,Patriot Oaks Academy,St. Johns County School District,St. Johns,St. Johns,720,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
121090001006,Hickory Creek Elementary School,St. Johns County School District,St. Johns,St. Johns,650,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
121090001005,Cunningham Creek Elementary School,St. Johns County School District,St. Johns,St. Johns,690,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190000002,Ridgeview High School,Clay County School District,Orange Park,Clay,1850,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
121090001003,Webster Elementary School,St. Johns County School District,St. Augustine,St. Johns,520,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190000003,Middleburg High School,Clay County School District,Middleburg,Clay,1600,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190000004,Oakleaf High School,Clay County School District,Orange Park,Clay,2500,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190001008,Oakleaf Village Elementary School,Clay County School District,Orange Park,Clay,710,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120030000005,Westside Elementary School,Baker County School District,Macclenny,Baker,380,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190000009,Fleming Island High School,Clay County School District,Fleming Island,Clay,2200,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190001005,Fleming Island Elementary School,Clay County School District,Fleming Island,Clay,670,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
121090000005,Pedro Menendez High School,St. Johns County School District,St. Augustine,St. Johns,1500,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190001003,Ridgeview Elementary School,Clay County School District,Orange Park,Clay,580,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190001002,Lakeside Elementary School,Clay County School District,Middleburg,Clay,590,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190001001,W.E. Cherry Elementary School,Clay County School District,Orange Park,Clay,520,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
121090000007,Ponte Vedra High School,St. Johns County School District,Ponte Vedra Beach,St. Johns,1650,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120030000001,Baker County High School,Baker County School District,Glen St. Mary,Baker,750,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120190000006,Keystone Heights Junior-Senior High School,Clay County School District,Keystone Heights,Clay,850,,,17,Minimal,20.400000000000002,0.0,0.0,0.0,2.0,22.4
120890000001,Fernandina Beach High School,Nassau County School District,Fernandina Beach,Nassau,900,,,11,Minimal,13.2,0.0,0.0,0.0,2.0,15.2
120890000002,West Nassau High School,Nassau County School District,Callahan,Nassau,750,,,11,Minimal,13.2,0.0,0.0,0.0,2.0,15.2
120890000005,Fernandina Beach Middle School,Nassau County School District,Fernandina Beach,Nassau,550,,,11,Minimal,13.2,0.0,0.0,0.0,2.0,15.2
120890001001,Emma Love Hardee Elementary School,Nassau County School District,Fernandina Beach,Nassau,420,,,11,Minimal,13.2,0.0,0.0,0.0,2.0,15.2
